text,label,label_raw,speaker,image_path
"“Elon Musk called for a boycott of ‘The View,’ labeling it ‘a meeting place for ignorant women.’”",Fake,false,Facebook posts,news_images\Fake_7_812.jpg
Kilmar Armando Abrego Garcia “was a convicted MS-13 gang member.”,Fake,false,JD Vance,news_images\Fake_7_813.jpg
President Donald Trump “just suggested replacing pride month with veterans month in honor of those who served.”,Fake,false,Facebook posts,news_images\Fake_7_814.jpg
Screenshots show Speaker Mike Johnson messaging on Grindr.,Fake,false,TikTok posts,news_images\Fake_7_815.jpg
Video shows “France and Denmark are sending troops to Greenland to prepare for (an) attack from Donald Trump.”,Fake,false,Facebook posts,news_images\Fake_7_816.jpg
"On PBS, ""they now have drag queen storytime instead of good old ‘Sesame Street.’""",Fake,false,Marjorie Taylor Greene,news_images\Fake_7_817.jpg
Elon Musk funded a Neuralink implant procedure for a 7-year-old girl “who was diagnosed with a rare neurological disorder.”,Fake,false,Facebook posts,news_images\Fake_7_818.jpg
"If you update your iPhone to iOS 18.3, you are going to have Starlink automatically installed in your phone.",Fake,false,TikTok posts,news_images\Fake_7_819.jpg
“Hillary Clinton was sending classified documents that were stamped TS or TSSCI.”,Fake,false,Markwayne Mullin,news_images\Fake_7_820.jpg
Image shows a “person dressed up as Pikachu to resist police violence” in Turkey.,Fake,false,Social Media,news_images\Fake_7_821.jpg
Phoenix’s increased wildfire risk is linked to Bill Gates’ “smart city” plans.,Fake,false,Facebook posts,news_images\Fake_7_822.jpg
“Canada makes bold decision to shut down Tesla and the US auto industry.”,Fake,false,Facebook posts,news_images\Fake_7_823.jpg
“El nuevo presidente ha aprobado el Programa Nacional de Alivio de Deuda 2025 para todos los hispanoamericanos”.,Fake,false,Facebook posts,news_images\Fake_7_824.jpg
Imagen muestra a “uno de los manifestantes que participó en el vandalismo contra un concesionario de Tesla. La deportación a El Salvador fue consecuencia de sus acciones”.,Fake,false,Facebook posts,news_images\Fake_7_825.jpg
People can get student debt “erased” by filing Family Educational Rights and Privacy Act complaints because the Department of Government Efficiency accessed federal student loan databases.,Fake,false,TikTok posts,news_images\Fake_7_826.jpg
Elon Musk said “Tesla is finished” and needs “drastic changes immediately.”,Fake,false,Facebook posts,news_images\Fake_7_827.jpg
"""Nobody was texting war plans"" in the Trump administration Signal group text about bombing Yemen.",Fake,false,Pete Hegseth,news_images\Fake_7_828.jpg
“El presidente Donald Trump anunció una nueva ley que prohíbe a los inmigrantes hablar español en público en los Estados Unidos”.,Fake,false,TikTok posts,news_images\Fake_7_829.jpg
“La medida audaz de Canadá: Tesla y la industria automotriz estadounidense cierran”.,Fake,false,Facebook posts,news_images\Fake_7_830.jpg
Defense Secretary Pete Hegseth “removed Colin Powell’s name from a list of notable Americans buried at Arlington National Cemetery.”,Fake,false,X posts,news_images\Fake_7_831.jpg
"“On Feb. 25, I voted yes on a budget resolution that protects Social Security, Medicare, and Medicaid while cutting some spending elsewhere.""",Fake,false,Nick LaLota,news_images\Fake_7_832.jpg
Video shows “leaked audio” of Vice President JD Vance criticizing Elon Musk and saying “he's making us look bad.”,Fake,false,X posts,news_images\Fake_7_833.jpg
El presidente Donald Trump “firma orden ejecutiva para obligar a los bancos a que les quiten un 10% de dinero” de sus ahorros a los inmigrantes.,Fake,false,Facebook posts,news_images\Fake_7_834.jpg
"Netflix show “Adolescence” is based on Southport, England, knife attacker but the show “race swapped the actual killer from a black man/migrant to a white boy.”",Fake,false,Ian Miles Cheong,news_images\Fake_7_835.jpg
“Nueva ley en EE.UU. impone cadena perpetua a inmigrantes que residen ilegalmente en el país”.,Fake,false,Facebook posts,news_images\Fake_7_836.jpg
The federal Education Department has a “budget of about $280 billion a year. Less than 25% goes to educating our students.”,Fake,false,Harriet Hageman,news_images\Fake_7_837.jpg
Files reveal that John F. Kennedy Jr. wrote a 1994 letter calling then-Sen. Joe Biden “a traitor” before Kennedy’s 1999 death.,Fake,false,Facebook posts,news_images\Fake_7_838.jpg
Says Ukraine President Volodymyr Zelenskyy “engaged in election interference by campaigning” in Pennsylvania for former Democratic presidential nominee Kamala Harris.,Fake,false,Facebook posts,news_images\Fake_7_839.jpg
"""There's two ways of calculating percentage"" decreases. “If you have a $600 drug and you reduce it to $10, that's a 600% reduction.""",Fake,pants-fire,Robert F. Kennedy Jr.,news_images\Fake_1_840.jpg
“Newly released FOIA door logs show that former President Joe Biden didn't enter the Oval Office once after the 2024 election.”,Fake,pants-fire,X posts,news_images\Fake_1_841.jpg
Pope Leo XIV “thinks it’s OK for Iran to have a nuclear weapon.”,Fake,pants-fire,Donald Trump,news_images\Fake_1_842.jpg
Photos show rescues of U.S. F-15 airmen from Iran in April 2026.,Fake,pants-fire,Social Media,news_images\Fake_1_843.jpg
"""Mail-in voting means mail-in cheating.”",Fake,pants-fire,Donald Trump,news_images\Fake_1_844.jpg
An AI video is proof that Israeli Prime Minister Benjamin Netanyahu is dead.,Fake,pants-fire,Social Media,news_images\Fake_1_845.jpg
"El Presidente de El Salvador Nayib Bukele dijo, “con las guerras que ha empezado Donald Trump les pido a todos los inmigrantes en Estados Unidos que piensen en salir de ese país”.",Fake,pants-fire,TikTok posts,news_images\Fake_1_846.jpg
Videos show Iranian missiles struck and damaged the USS Abraham Lincoln aircraft carrier.,Fake,pants-fire,Social Media,news_images\Fake_1_847.jpg
"U.S. men’s hockey Olympian Brady Tkachuk said about the Canadian hockey team, “They booed our national anthem, so I had to come out and teach those maple syrup eating f----s a lesson.”",Fake,pants-fire,Donald Trump,news_images\Fake_1_848.jpg
An audio clip reveals a Jeffrey Epstein victim’s account of abuse by the Clintons.,Fake,pants-fire,Social Media,news_images\Fake_1_849.jpg
The Epstein files “expose Ellen DeGeneres” as a cannibal.,Fake,pants-fire,Social Media,news_images\Fake_1_850.jpg
An image shows Bad Bunny wearing a dress and burning the U.S. flag.,Fake,pants-fire,Social Media,news_images\Fake_1_851.jpg
"An image shows Jeffrey Epstein “still alive and walking the streets of Tel Aviv,” Israel.",Fake,pants-fire,Social Media,news_images\Fake_1_852.jpg
"Among Somalis in Minnesota, “92% of them don’t work.”",Fake,pants-fire,Donald Trump,news_images\Fake_1_853.jpg
"Images show New York City Mayor Zohran Mamdani as a child with his mother, Mira Nair, and Jeffrey Epstein.",Fake,pants-fire,X posts,news_images\Fake_1_854.jpg
Evan Kilgore is one of the Border Patrol agents who shot Alex Pretti in Minneapolis.,Fake,pants-fire,Social Media,news_images\Fake_1_855.jpg
"Donald Trump posted on Truth Social, “Only criminals carry guns on our streets, we need law and order.”",Fake,pants-fire,Social Media,news_images\Fake_1_856.jpg
Images of an unmasked man show the immigration officer who shot a woman in Minneapolis.,Fake,pants-fire,Social Media,news_images\Fake_1_857.jpg
Images and videos show aftermath of Venezuelan President Nicolás Maduro’s capture.,Fake,pants-fire,Social Media,news_images\Fake_1_858.jpg
Images from Jeffrey Epstein “archives” show President Donald Trump and Epstein with young women.,Fake,pants-fire,X posts,news_images\Fake_1_859.jpg
Video muestra noticia de “última hora” en el que el presidente venezolano Nicolás Maduro se “rindió públicamente” ante el presidente Donald Trump.,Fake,pants-fire,Donald Trump,news_images\Fake_1_860.jpg
"Video shows “breaking” news that Venezuelan President Nicolás Maduro ""publicly surrendered"" to President Donald Trump.",Fake,pants-fire,Donald Trump,news_images\Fake_1_861.jpg
A pro-Donald Trump Montana town planned a “pedophile bonfire” in a park for burning Trump flags and MAGA hats.,Fake,pants-fire,X posts,news_images\Fake_1_862.jpg
“We’re not cutting science. We’re not cutting research.”,Fake,pants-fire,Robert F. Kennedy Jr.,news_images\Fake_1_863.jpg
“DOGE halts yearly payment of $2.5 million to Barack Obama for ‘royalties linked to Obamacare.’”,Fake,pants-fire,Donald Trump,news_images\Fake_1_864.jpg
New York City Mayor-elect Zohran Mamdani “is bringing Sharia law to America.”,Fake,pants-fire,Nancy Mace,news_images\Fake_1_865.jpg
Voting in California is “rigged.”,Fake,pants-fire,Donald Trump,news_images\Fake_1_866.jpg
“No American citizens have been arrested or detained” during the Trump administration’s immigration crackdowns.,Fake,pants-fire,Kristi Noem,news_images\Fake_1_867.jpg
Walmart will close to in-store shoppers and allow only online orders and curbside pickup starting Nov. 1 because of an expected Supplemental Nutrition Assistance Program funding lapse.,Fake,pants-fire,Social Media,news_images\Fake_1_868.jpg
"Con respecto a los ataques contra las embarcaciones en las costas de Venezuela, “por cada barco que destruimos, salvamos 25,000 vidas estadounidenses”.",Fake,pants-fire,Donald Trump,news_images\Fake_1_869.jpg
Video shows “No Kings” protest in the United Kingdom.,Fake,pants-fire,X posts,news_images\Fake_2_870.jpg
"“We’ve never had a president that solved one war, not one war.”",Fake,pants-fire,Donald Trump,news_images\Fake_2_871.jpg
"Regarding boat strikes off the coast of Venezuela, “Every boat that we knock out we save 25,000 American lives.”",Fake,pants-fire,Donald Trump,news_images\Fake_2_872.jpg
"“El CEO de Coca-Cola, James Quincey, lanzó un ultimátum contundente: cancelen la actuación de Bad Bunny en el Super Bowl o la marca terminará su patrocinio del evento.”",Fake,pants-fire,Instagram posts,news_images\Fake_2_873.jpg
“Coca-Cola CEO drops bombshell ultimatum to NFL — pull Bad Bunny from Super Bowl halftime or lose our $100 (million) sponsorship!”,Fake,pants-fire,X posts,news_images\Fake_2_874.jpg
“You never heard Biden say” the U.S. has “the strongest military anywhere in the world.”,Fake,pants-fire,Donald Trump,news_images\Fake_2_875.jpg
"On Jan. 6, 2021, 274 FBI agents were “probably acting as agitators and insurrectionists, but certainly not as ‘law enforcement officials.’”",Fake,pants-fire,Donald Trump,news_images\Fake_2_876.jpg
“There's no downside” to avoiding Tylenol or acetaminophen use while pregnant.,Fake,pants-fire,Donald Trump,news_images\Fake_2_877.jpg
Every school vaccine mandate “drips” with “slavery.”,Fake,pants-fire,Joseph Ladapo,news_images\Fake_2_878.jpg
A Vanity Fair cover featured first lady Melania Trump as “The American Queen.”,Fake,pants-fire,X posts,news_images\Fake_2_879.jpg
"The Smithsonian Institution includes “nothing about success, nothing about brightness, nothing about the future.”",Fake,pants-fire,Donald Trump,news_images\Fake_2_880.jpg
"La presidenta de México, Claudia Sheinbaum, dijo que la muerte del político colombiano Miguel Uribe Turbay, “Es bueno para Colombia, un político menos de que preocuparse”.",Fake,pants-fire,TikTok posts,news_images\Fake_2_881.jpg
"Bureau of Labor Statistics employment numbers “were rigged” when the agency revised them “down by almost 900,000 jobs” after the 2024 election.",Fake,pants-fire,Donald Trump,news_images\Fake_2_882.jpg
"Oprah Winfrey refused to open her private Maui road during July 29, 2025, tsunami warnings.",Fake,pants-fire,X posts,news_images\Fake_2_883.jpg
“There is no starvation in Gaza.”,Fake,pants-fire,Benjamin Netanyahu,news_images\Fake_2_884.jpg
"In 2016, after Donald Trump won the presidency, then-President Barack Obama was “trying to lead a coup” with Trump’s opponent, Hillary Clinton.",Fake,pants-fire,Donald Trump,news_images\Fake_2_885.jpg
“The White House just announced that Trump only has four days left” because of his chronic venous insufficiency.,Fake,pants-fire,TikTok posts,news_images\Fake_2_886.jpg
The Jeffrey Epstein files “were made up by Comey. They were made up by Obama. They were made up by Biden.”,Fake,pants-fire,Donald Trump,news_images\Fake_2_887.jpg
"""People tracking the ICE deportation flights have found” the agency is throwing migrants into the middle of the ocean.",Fake,pants-fire,TikTok posts,news_images\Fake_2_888.jpg
"China doesn’t “have a lot of wind farms. … Very, very few.”",Fake,pants-fire,Donald Trump,news_images\Fake_2_889.jpg
“The tow truck drivers in Los Angeles are quickly towing ICE vehicles improperly parked!”,Fake,pants-fire,Social Media,news_images\Fake_2_890.jpg
“BREAKING NEWS: Dolly Parton announces her refusal to celebrate Pride Month in June.”,Fake,pants-fire,Facebook posts,news_images\Fake_2_891.jpg
Video shows a woman wearing a rainbow hijab and a bomb vest who filmed her visit to Iran.,Fake,pants-fire,Social Media,news_images\Fake_2_892.jpg
Image shows accused shooter Vance Boelter wearing a “Resist” shirt.,Fake,pants-fire,X posts,news_images\Fake_2_893.jpg
The suspect in the Minnesota lawmakers’ shootings was driven by “Marxist” ideology.,Fake,pants-fire,Mike Lee,news_images\Fake_2_894.jpg
Photos show Travis Kelce and Taylor Swift participated in a “No Kings” rally.,Fake,pants-fire,Facebook posts,news_images\Fake_2_895.jpg
California Gov. Gavin Newsom shared images taken in 2021 and said they showed National Guard troops sleeping on the floor in June 2025.,Fake,pants-fire,Social Media,news_images\Fake_2_896.jpg
"The slaying of two Israeli embassy employees in Washington, D.C., is a false flag.",Fake,pants-fire,X posts,news_images\Fake_2_897.jpg
"Video shows the Qatari emir saying, “I truly regret inviting Trump, the robber, to the Middle East.”",Fake,pants-fire,Social Media,news_images\Fake_2_898.jpg
"Un vídeo muestra al presidente francés, Emmanuel Macron, al primer ministro del Reino Unido, Keir Starmer, y al canciller alemán, Friedrich Merz, con una bolsa de cocaína tras visitar al presidente ucraniano, Volodymyr Zelenskyy.",Fake,pants-fire,Alex Jones,news_images\Fake_2_899.jpg
"A video shows French President Emmanuel Macron, United Kingdom Prime Minister Keir Starmer and German Chancellor Freidrich Merz with a bag of cocaine after visiting Ukrainian President Volodymyr Zelenskyy.",Fake,pants-fire,Alex Jones,news_images\Fake_3_900.jpg
"En los primeros 100 días del presidente Donald Trump, las incautaciones de fentanilo salvaron entre ""119 millones"" y ""258 millones"" de vidas.",Fake,pants-fire,Pam Bondi,news_images\Fake_3_901.jpg
DARPA is spraying the skies with chemicals that are in jet fuel.,Fake,pants-fire,Robert F. Kennedy Jr.,news_images\Fake_3_902.jpg
A video clip shows Michelle Obama describing herself as “a Black man.”,Fake,pants-fire,X posts,news_images\Fake_3_903.jpg
"In President Donald Trump’s first 100 days, fentanyl seizures saved “119 million” to “258 million” lives.",Fake,pants-fire,Pam Bondi,news_images\Fake_3_904.jpg
Kilmar Armando Abrego Garcia “had ‘MS-13’ on his knuckles tattooed. … He had ‘MS’ as clear as you can be. Not 'interpreted.’”,Fake,pants-fire,Donald Trump,news_images\Fake_3_905.jpg
“The Simpsons” predicted Pope Francis’ 2025 death.,Fake,pants-fire,TikTok posts,news_images\Fake_3_906.jpg
"U.S. Rep. Jasmine Crockett says “she ‘simply forgot' to inform Social Security that her grandmother died in 2012 … She’s been collecting $2,600 a month for 13 years.”",Fake,pants-fire,TikTok posts,news_images\Fake_3_907.jpg
"The 2020 election was “rigged” and Chris Krebs, former Cybersecurity and Infrastructure Security Agency director, “baselessly” dismissed “election malfeasance.”",Fake,pants-fire,Donald Trump,news_images\Fake_3_908.jpg
“Trump ordena ataques militares en los túneles del Vaticano - Laboratorios de (adrenocromo) dirigidos por la CIA cerrados por las fuerzas especiales de EE.UU”.,Fake,pants-fire,Facebook posts,news_images\Fake_3_909.jpg
Says U.S. Rep. Alexandria Ocasio-Cortez’s family “must have just overlooked” “cashing her dead grandmother’s Social Security checks for a decade and a half.”,Fake,pants-fire,Viral image,news_images\Fake_3_910.jpg
Photo shows a missing police officer in “extreme danger.”,Fake,pants-fire,Facebook posts,news_images\Fake_3_911.jpg
El presidente Donald Trump aprobó una nueva ley “que exige la implantación obligatoria de un chip en todos los extranjeros”.,Fake,pants-fire,TikTok posts,news_images\Fake_3_912.jpg
“Man gets plastic surgery and name change to date his ex-girlfriend after she obtains a restraining order.”,Fake,pants-fire,Viral image,news_images\Fake_3_913.jpg
Says U.S. Rep. Majorie Taylor Green wrote on X that she is “a product of incest.”,Fake,pants-fire,Viral image,news_images\Fake_3_914.jpg
Videos show tornadoes hitting Seattle on March 26 and 27.,Fake,pants-fire,TikTok posts,news_images\Fake_3_915.jpg
"“Elon Musk exposes hidden $20K roof grant. Congress approved it.""",Fake,pants-fire,Facebook posts,news_images\Fake_3_916.jpg
Video shows the Bitcoin whitepaper “was spotted at the White House.”,Fake,pants-fire,Facebook posts,news_images\Fake_3_917.jpg
El 3 de marzo del 2025 falleció el presidente Donald Trump en un accidente de helicóptero.,Fake,pants-fire,Facebook posts,news_images\Fake_3_918.jpg
Photo shows first lady Melania Trump crying.,Fake,pants-fire,Facebook posts,news_images\Fake_3_919.jpg
Audio shows a BBC reporter making a vulgar comment about an Oval Office meeting between President Donald Trump and Ukraine President Volodymyr Zelenskyy.,Fake,pants-fire,Social Media,news_images\Fake_3_920.jpg
“DOGE stopped an annual payment to Barack Obama for $2.6 million for ‘royalties associated with Obamacare.’”,Fake,pants-fire,Social Media,news_images\Fake_3_921.jpg
"President Donald Trump posted on X that “If the Dow drops 1,000 points in two days the President should be impeached immediately.”",Fake,pants-fire,X posts,news_images\Fake_3_922.jpg
“The Texas measles outbreak is pure propaganda” because media outlets used stock images.,Fake,pants-fire,Threads posts,news_images\Fake_3_923.jpg
“We've never audited government for 100 years.”,Fake,pants-fire,Kevin O'Leary,news_images\Fake_3_924.jpg
Elon Musk “contracted a helicopter and the first DOGE payments are being” dispersed in California.,Fake,pants-fire,Facebook posts,news_images\Fake_3_925.jpg
“The media is showing how Obama’s birth certificate was changed! He was never born in the U.S. so he was never a real president!”,Fake,pants-fire,Facebook posts,news_images\Fake_3_926.jpg
President Joe Biden’s immigration policy was “a giant voter importation scam.”,Fake,pants-fire,Elon Musk,news_images\Fake_3_927.jpg
"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”",Fake,pants-fire,Threads posts,news_images\Fake_3_928.jpg
Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,Fake,pants-fire,Donald Trump,news_images\Fake_3_929.jpg
An episode of “The Simpsons” showed a President Donald Trump-like character in a coffin and predicted Feb. 14 would be the “day everything changes.”,Fake,pants-fire,Facebook posts,news_images\Fake_4_930.jpg
Pennsylvania Gov. Josh Shapiro is “being charged with the attempted assassination of Trump.”,Fake,pants-fire,Social Media,news_images\Fake_4_931.jpg
“JAG arrests … USDA Inspector General Phyllis Fong.”,Fake,pants-fire,Facebook posts,news_images\Fake_4_932.jpg
Recent plane crashes in the United States were “human sacrifice rituals” for the Super Bowl.,Fake,pants-fire,Instagram posts,news_images\Fake_4_933.jpg
An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,Fake,pants-fire,Instagram posts,news_images\Fake_4_934.jpg
Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.,Fake,pants-fire,Facebook posts,news_images\Fake_4_935.jpg
“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”,Fake,pants-fire,Facebook posts,news_images\Fake_4_936.jpg
Video shows “The Simpsons” predicted the Los Angeles wildfires.,Fake,pants-fire,Facebook posts,news_images\Fake_4_937.jpg
Los Angeles wildfires are part of a Hollywood conspiracy to cover up evidence related to Sean “Diddy” Combs.,Fake,pants-fire,Instagram posts,news_images\Fake_4_938.jpg
Photo shows Elon Musk and Taylor Swift visiting “production facilities” for an energy-saving device.,Fake,pants-fire,Viral image,news_images\Fake_4_939.jpg
Video shows people in Los Angeles looting from homes during wildfires.,Fake,pants-fire,Instagram posts,news_images\Fake_4_940.jpg
Image shows former President Barack Obama was born in Kenya.,Fake,pants-fire,Threads posts,news_images\Fake_4_941.jpg
“FEMA spent billions on illegal immigrants and now has no money for California!”,Fake,pants-fire,X posts,news_images\Fake_4_942.jpg
"“Beyoncé alleges Diddy has been secretly hiding Michael Jackson, who faked his death.”",Fake,pants-fire,Facebook posts,news_images\Fake_4_943.jpg
"President Joe Biden rescinded a Medal of Freedom given to Trump’s “campaign manager, Bradley Birkenfeld, in 2021.”",Fake,pants-fire,Grok AI,news_images\Fake_4_944.jpg
"Queen Consort Camilla revealed that she was ""born a man.”",Fake,pants-fire,Facebook posts,news_images\Fake_4_945.jpg
“The Pentagon has confirmed that the mysterious drones appearing across the globe are NOT of earthly origin.”,Fake,pants-fire,Instagram posts,news_images\Fake_4_946.jpg
Images show Taylor Swift with Elon Musk promoting a household energy consumption reduction device.,Fake,pants-fire,Facebook posts,news_images\Fake_4_947.jpg
About 1% of federal employees are “actually working in the office.”,Fake,pants-fire,Mike Johnson,news_images\Fake_4_948.jpg
"""Última hora: secuestraron al doctor Juan J. Rivera quien reveló un remedio casero que elimina la causa de la diabetes en solo un día"".",Fake,pants-fire,Facebook posts,news_images\Fake_4_949.jpg
"""The famed ship at the bottom of the North Atlantic is actually not The Titanic. It is her near-identical sister ship The Olympic.""",Fake,pants-fire,Facebook posts,news_images\Fake_4_950.jpg
"A CNN headline says, “Elon Musk considers melting down Statue of Liberty to make series of limited edition cyber trucks""",Fake,pants-fire,Threads posts,news_images\Fake_4_951.jpg
“Donald Trump has officially banned” same-sex marriage “in all 50 states in America.”,Fake,pants-fire,Facebook posts,news_images\Fake_4_952.jpg
“Parents of trans-species kids no longer getting money every month” because of President-elect Donald Trump.,Fake,pants-fire,Viral image,news_images\Fake_4_953.jpg
"""Ballot dumps"" in Pennsylvania, California, North Carolina, Alaska and Wisconsin show election officials are improperly “flipping"" down-ballot seats for Democrats.",Fake,pants-fire,Instagram posts,news_images\Fake_4_954.jpg
"“The U.S Senate accidentally passed a bill banning Trump from becoming President, and Biden is planning to sign it.”",Fake,pants-fire,Threads posts,news_images\Fake_4_955.jpg
"""McDonald’s offered 850 million to RFK for hush money” related to its frying oil.",Fake,pants-fire,Instagram posts,news_images\Fake_4_956.jpg
“Stunning Knockout: Mike Tyson Defeats Jake Paul in Just 50 Seconds with a Devastating K.O.”,Fake,pants-fire,Facebook posts,news_images\Fake_4_957.jpg
Donald Trump chose a provocative song to describe Kamala Harris during a presidential debate.,Fake,pants-fire,Instagram posts,news_images\Fake_4_958.jpg
Photo shows a missing police officer.,Fake,pants-fire,Facebook posts,news_images\Fake_4_959.jpg
Image shows Joe Biden and Trump meeting at the White House on Nov. 13.,Fake,pants-fire,Instagram posts,news_images\Fake_5_960.jpg
A “ballot dump” around 4 a.m. in Milwaukee shows the Wisconsin Senate election was stolen from the Republican candidate.,Fake,pants-fire,Instagram posts,news_images\Fake_5_961.jpg
“Breaking News: ‘The Era of King Charles Has Ended’ – Buckingham Palace Raises the White Flag.”,Fake,pants-fire,Facebook posts,news_images\Fake_5_962.jpg
Elon Musk’s Starlink technology manipulated votes in the 2024 election to benefit Donald Trump.,Fake,pants-fire,Threads posts,news_images\Fake_5_963.jpg
Video shows “drunk Nancy Pelosi.”,Fake,pants-fire,Instagram posts,news_images\Fake_5_964.jpg
Video shows 8.0 magnitude earthquake in Oregon.,Fake,pants-fire,Threads posts,news_images\Fake_5_965.jpg
Santiago Flight 513 “landed after 35 years with 92 skeletons on board!”,Fake,pants-fire,Facebook posts,news_images\Fake_5_966.jpg
“Elon Musk unveils UFO fighter jet that defies physics.”,Fake,pants-fire,Facebook posts,news_images\Fake_5_967.jpg
20 million Democratic votes “disappeared” in 2024.,Fake,pants-fire,Threads posts,news_images\Fake_5_968.jpg
"A CNN headline says “75,000 votes were write-ins for ‘Hawk Tuah’ and ‘Talk Tuah.’”",Fake,pants-fire,Instagram posts,news_images\Fake_5_969.jpg
“CCTV captures the moment a Trump voter in (Wisconsin) is assaulted by two Kamala Harris thugs at a voting station.”,Fake,pants-fire,X posts,news_images\Fake_5_970.jpg
“I think they found a way to target Democratic districts and send millions of votes into a black hole. The numbers aren't adding up.”,Fake,pants-fire,Threads posts,news_images\Fake_5_971.jpg
The 2024 election results show that Joe Biden’s 80 million votes in 2020 were a “lie.”,Fake,pants-fire,Dinesh D'Souza,news_images\Fake_5_972.jpg
Videos show President-elect Donald Trump promised to help Pakistan’s former prime minister Imran Khan get out of prison and retake power.,Fake,pants-fire,Facebook posts,news_images\Fake_5_973.jpg
"A “ballot mule” was caught on camera Nov. 2 in Lincoln, Nebraska.",Fake,pants-fire,Instagram posts,news_images\Fake_5_974.jpg
"Gwinnett County, Georgia, sheriff's office said white supremacists “are planning to attack” Black people “from now until the Inauguration.”",Fake,pants-fire,Facebook posts,news_images\Fake_5_975.jpg
"""Haitianos afirman haber llegado a EEUU hace solo 6 meses y ya tienen documentos de legalidad que les permite votar en Georgia"".",Fake,pants-fire,X posts,news_images\Fake_5_976.jpg
An image shows CNN reporting that Vice President Kamala Harris has more votes than former President Donald Trump in Texas.,Fake,pants-fire,X posts,news_images\Fake_5_977.jpg
Este video muestra a un votante en Kentucky tratando de votar por el expresidente Donald Trump y la máquina de votación no le deja.,Fake,pants-fire,Instagram posts,news_images\Fake_5_978.jpg
Video shows Kamala Harris has a “drinking problem.”,Fake,pants-fire,Instagram posts,news_images\Fake_5_979.jpg
The FBI seized a video of former Secretary of State Hillary Clinton killing a child at a Sean “Diddy” Combs party.,Fake,pants-fire,Instagram posts,news_images\Fake_5_980.jpg
Video shows the FBI reported that “three linked groups have been apprehended for rigging early voting by mail-in ballot.”,Fake,pants-fire,X posts,news_images\Fake_5_981.jpg
"Vice President Kamala Harris and husband Doug Emhoff received $500,000 for tipping off Sean “Diddy” Combs about police raids.",Fake,pants-fire,Patriot Voice,news_images\Fake_5_982.jpg
“I never mentioned” wanting to end the Affordable Care Act.,Fake,pants-fire,Donald Trump,news_images\Fake_5_983.jpg
Vice President Kamala Harris’ mother “worked the MK Ultra program” and was “involved in secret mind-control experiments.”,Fake,pants-fire,Instagram posts,news_images\Fake_5_984.jpg
"A video shows Haitians showing duplicate IDs, claiming they are voting for Vice President Kamala Harris in multiple Georgia counties.",Fake,pants-fire,X posts,news_images\Fake_5_985.jpg
"Video shows “ballot mule in Northampton County, Pennsylvania, (dropping) off a large amount of ballots.”",Fake,pants-fire,X posts,news_images\Fake_5_986.jpg
Video shows “voting machines in Kentucky are not allowing voters to select” Donald Trump for president.,Fake,pants-fire,Social Media,news_images\Fake_5_987.jpg
Photos show Vice President Kamala Harris when she was “a former call girl in California.”,Fake,pants-fire,Viral image,news_images\Fake_5_988.jpg
“Revolucionarios Comunistas de América” marcharon a favor de Kamala Harris.,Fake,pants-fire,Instagram posts,news_images\Fake_5_989.jpg
"Video shows Kamala Harris saying, “Trump is literally Hitler,” on Joe Rogan’s podcast.",Fake,pants-fire,Threads posts,news_images\Fake_6_990.jpg
"""AOC is worth 29 Million dollars! How did that happen, on $174,000 per year?""",Fake,pants-fire,Threads posts,news_images\Fake_6_991.jpg
"In Fordyce, Arkansas, voting machines changed votes from Republican to Democrat.",Fake,pants-fire,Facebook posts,news_images\Fake_6_992.jpg
Photos show federal authorities arrested and charged a clone instead of the real Sean “Diddy” Combs.,Fake,pants-fire,Instagram posts,news_images\Fake_6_993.jpg
"""Circula este video de un hombre que rompe los votos para Donald Trump y guarda las de Kamala Harris”.",Fake,pants-fire,Instagram posts,news_images\Fake_6_994.jpg
"Video shows an election worker destroying mail ballots with votes for former President Donald Trump in Bucks County, Pennsylvania.",Fake,pants-fire,X posts,news_images\Fake_6_995.jpg
"Voting machines in Shelby County, Tennessee, are swapping votes from Kamala Harris to Donald Trump.",Fake,pants-fire,Instagram posts,news_images\Fake_6_996.jpg
"""Breaking: Voters in Tarrant County, Texas are reporting that the voting machines are flipping their votes from Trump to Kamala Harris.""",Fake,pants-fire,Facebook posts,news_images\Fake_6_997.jpg
"""Se ha desaparecido el famoso Dr. Juan Rivera después de revelar este simple secreto de salud que podría dejar los hospitales vacíos"", la ashwagandha.",Fake,pants-fire,Facebook posts,news_images\Fake_6_998.jpg
"""Reports from Whitfield County, GA that Dominion machines are flipping votes. This is exactly the kind of fraud we saw in 2020.""",Fake,pants-fire,Marjorie Taylor Greene,news_images\Fake_6_999.jpg
"“Liberal woman films herself eating dog food” because she said, “I’m eating dog food until Kamala is president.”",Fake,pants-fire,Instagram posts,news_images\Fake_6_1000.jpg
“Melania Trump declares that she wants a divorce.”,Fake,pants-fire,Facebook posts,news_images\Fake_6_1001.jpg
Photo shows former President Donald Trump sitting on a black towel on “Fox & Friends” because “they don’t want him to stain the sofa.”,Fake,pants-fire,Threads posts,news_images\Fake_6_1002.jpg
